#,gender,married,age,service,contract,billing,due
8422,f,m,31,b,n,c,0
8423,m,m,77,g,n,c,2
8424,m,s,63,p,y,a,0
8425,f,m,23,b,y,c,0
8426,m,m,22,g,n,a,0
8427,f,m,78,b,y,c,2
8428,m,s,39,b,y,a,0
8429,m,m,22,g,y,c,0
8430,m,s,18,b,n,c,1
8431,f,m,72,b,y,a,0
8432,f,s,56,g,n,a,0
8433,f,m,64,b,n,c,0
8434,m,m,55,b,y,a,1
8435,f,s,22,g,y,a,0
8436,m,s,18,b,n,a,1
8437,f,s,21,p,y,a,0
8438,m,s,50,g,n,c,0
8439,f,m,48,p,n,c,0
8440,f,m,69,g,n,c,0
8441,f,m,71,g,y,a,1
8442,f,m,57,b,n,a,1
8443,m,m,32,p,y,a,0
8444,m,m,57,p,n,c,0
8445,m,s,40,g,y,c,0
8446,f,m,62,p,y,c,0
8447,m,m,53,p,n,a,0
8448,m,s,49,b,y,c,2
8449,m,s,77,b,y,a,1
8450,f,m,53,p,y,a,0
8451,f,m,55,g,n,a,2
8452,m,m,61,p,n,c,0
8453,f,m,33,g,n,c,2
8454,f,s,43,p,n,c,0
8455,m,s,30,p,n,c,0
8456,f,m,53,g,y,a,0
8457,m,m,73,p,n,a,0
8458,f,s,25,g,n,a,0
8459,m,m,52,b,n,a,0
8460,f,m,44,b,n,a,0
8461,f,m,60,b,y,c,1
8462,f,m,54,p,y,c,0
8463,f,m,18,g,n,c,0
8464,f,m,68,p,n,a,0
8465,f,m,56,p,y,c,0
8466,m,s,26,b,n,c,0
8467,f,s,51,b,n,c,0
8468,f,m,73,g,n,a,0
8469,m,m,70,b,y,c,0
8470,f,s,54,b,y,a,0
8471,f,m,75,p,y,a,1
8472,m,m,49,b,n,a,0
8473,m,m,37,p,n,c,0
8474,f,m,69,b,y,c,1
8475,m,m,54,b,n,a,0
8476,m,m,21,p,n,a,0
8477,m,m,63,g,y,a,1
8478,m,s,55,b,y,c,0
8479,f,m,18,g,y,a,0
8480,f,m,71,g,y,a,1
8481,f,m,25,b,n,c,0
8482,f,m,60,p,n,c,0
8483,m,m,22,b,y,c,1
8484,f,s,31,g,y,c,0
8485,m,m,44,g,y,a,0
8486,f,s,25,g,n,c,0
8487,f,s,41,g,n,c,2
8488,m,m,71,p,n,a,2
8489,f,s,20,p,y,c,0
8490,m,m,48,b,y,a,0
8491,m,s,36,g,n,c,0
8492,m,m,66,g,y,a,2
8493,m,s,66,p,y,c,0
8494,m,m,59,p,n,c,0
8495,m,s,57,g,n,c,0
8496,f,m,72,b,y,a,0
8497,m,s,56,p,n,c,0
8498,m,m,40,p,n,a,0
8499,f,m,22,p,y,c,0
8500,m,m,18,b,n,a,0
8501,f,m,27,p,y,a,0
8502,m,m,60,b,n,c,0
8503,m,s,43,g,n,a,0
8504,m,s,52,g,n,a,0
8505,m,s,31,g,n,a,0
8506,m,m,64,p,y,c,0
8507,m,s,53,p,y,c,0
8508,f,m,73,p,n,c,0
8509,m,m,70,b,y,c,0
8510,f,s,23,b,n,c,0
8511,f,m,77,g,y,a,0
8512,f,m,39,b,y,c,0
8513,m,m,72,g,n,c,1
8514,m,m,72,p,n,a,0
8515,f,s,73,b,n,a,0
8516,f,s,61,p,n,a,1
8517,m,m,71,g,n,c,0
8518,m,m,54,p,n,c,0
8519,m,m,26,p,y,a,0
8520,f,m,35,b,n,c,0
8521,m,s,43,b,y,c,0
8522,f,s,41,g,y,a,1
8523,f,m,18,p,n,c,0
8524,m,m,75,p,y,a,0
8525,f,s,65,p,n,c,0
8526,f,m,68,b,y,a,0
8527,m,m,75,g,n,a,0
8528,f,m,22,g,y,c,0
8529,m,m,79,b,n,a,0
8530,f,s,64,g,n,c,0
8531,f,m,69,b,n,c,0
8532,m,m,74,g,y,c,2
8533,f,s,78,g,n,c,0
8534,m,m,34,g,n,a,0
8535,f,m,64,b,n,a,0
8536,m,s,35,g,y,a,0
8537,f,s,55,b,y,a,0
8538,m,m,65,p,n,a,0
8539,m,s,37,p,n,a,0
8540,m,m,57,g,n,a,0
8541,f,s,56,b,n,c,0
8542,m,m,57,p,n,a,2
8543,m,m,49,p,n,c,0
8544,f,m,19,p,n,a,1
8545,m,m,24,p,n,a,0
8546,f,m,54,b,y,a,2
8547,m,m,56,p,n,c,0
8548,m,m,24,g,y,c,1
8549,f,s,40,g,n,c,1
8550,m,s,25,b,y,c,0
8551,f,m,78,g,n,a,0
8552,f,m,71,g,n,c,0
8553,m,s,68,g,n,c,0
8554,m,s,57,p,n,a,0
8555,f,s,44,p,y,a,0
8556,m,m,20,p,n,a,0
8557,f,m,62,p,n,c,0
8558,m,m,49,p,n,c,1
8559,m,s,61,b,n,a,0
8560,m,s,39,b,n,a,1
8561,m,s,21,b,n,a,0
8562,f,m,24,g,y,c,0
8563,f,s,43,p,y,c,0
8564,m,m,63,g,n,c,0
8565,m,m,76,b,n,c,0
8566,f,s,49,b,n,c,0
8567,f,s,72,p,n,c,1
8568,m,s,19,b,n,c,1
8569,f,m,35,b,n,a,1
8570,m,m,78,b,n,c,0
8571,m,m,60,p,n,a,0
8572,f,m,66,g,y,c,0
8573,f,m,65,b,y,c,0
8574,m,m,26,p,y,c,0
8575,m,m,33,g,n,a,0
8576,f,m,32,g,y,a,0
8577,m,m,71,p,n,c,0
8578,f,m,27,g,y,a,0
8579,m,m,30,p,n,c,1
8580,f,m,53,g,y,a,0
8581,m,m,68,p,y,c,0
8582,m,m,29,b,y,a,0
8583,f,s,72,p,y,a,1
8584,f,m,30,g,y,a,2
8585,f,m,35,p,y,a,0
8586,m,m,23,g,y,a,0
8587,m,m,44,g,n,c,0
8588,m,m,71,p,n,a,1
8589,m,m,60,g,n,c,0
8590,f,m,70,b,n,a,1
8591,m,m,41,p,y,c,0
8592,m,m,36,g,n,a,0
8593,m,m,33,b,n,a,0
8594,f,s,21,g,n,a,1
8595,f,m,42,p,y,a,1
8596,f,s,56,g,n,a,0
8597,m,s,67,p,n,c,0
8598,f,m,48,p,n,c,0
8599,f,s,20,p,y,a,0
8600,f,s,43,p,y,c,0
8601,m,m,19,b,y,a,0
8602,m,s,52,b,n,c,0
8603,m,m,30,g,y,c,0
8604,m,m,43,p,n,a,0
8605,f,s,18,b,n,a,0
8606,f,s,53,p,n,a,0
8607,m,s,39,b,y,c,1
8608,f,s,72,g,y,a,2
8609,f,m,30,p,y,c,0
8610,m,s,79,b,n,c,0
8611,f,s,57,g,n,c,1
8612,m,m,72,p,n,a,0
8613,m,s,77,g,y,a,0
8614,f,s,37,p,n,a,1
8615,m,s,70,b,y,c,0
8616,m,m,45,b,y,c,0
8617,f,m,56,b,y,a,0
8618,f,m,78,b,n,a,1
8619,f,m,39,g,y,a,0
8620,m,m,32,p,y,a,0
8621,m,s,27,b,y,a,0
8622,m,s,33,g,y,a,0
8623,f,m,66,p,y,a,0
8624,f,m,26,g,y,a,0
8625,m,m,59,g,y,c,0
8626,m,m,48,g,y,a,1
8627,f,s,42,p,y,c,0
8628,m,s,60,g,n,a,0
8629,m,m,78,p,n,c,0
8630,m,m,22,b,y,a,0
8631,f,s,62,b,y,c,1
8632,f,m,60,b,n,a,0
8633,m,m,70,p,y,a,0
8634,m,s,52,p,n,a,0
8635,m,m,35,p,n,c,0
8636,f,s,60,p,n,c,0
8637,f,m,21,p,n,a,2
8638,f,m,43,b,n,c,0
8639,m,s,73,p,n,c,0
8640,f,s,22,g,n,c,0
8641,m,m,74,b,n,a,2
8642,m,s,38,g,n,a,1
8643,f,m,65,g,n,a,0
8644,f,s,29,p,n,c,1
8645,m,m,64,g,y,c,0
8646,f,s,47,b,n,a,1
8647,f,m,39,p,y,c,0
8648,m,s,47,g,n,c,0
8649,m,s,72,b,n,a,2
8650,f,m,42,b,n,c,0
8651,m,m,47,p,n,c,0
8652,m,m,20,g,n,c,0
8653,m,m,18,p,n,a,0
8654,f,m,71,b,y,c,0
8655,m,s,42,b,y,a,1
8656,m,m,49,g,y,a,0
8657,m,s,77,p,n,a,0
8658,m,s,32,g,n,a,0
8659,m,m,39,p,n,a,0
8660,f,m,35,g,n,c,0
8661,m,s,35,b,n,c,1
8662,f,m,20,p,n,a,0
8663,f,s,21,b,n,a,0
8664,f,m,48,b,n,c,0
8665,m,s,59,b,n,a,0
8666,m,m,38,b,n,a,0
8667,m,s,64,p,y,a,1
8668,m,s,50,p,y,c,0
8669,m,m,76,p,n,a,0
8670,f,s,19,p,n,c,0
8671,m,m,23,g,n,c,0
8672,f,s,34,g,y,c,2
8673,m,s,62,g,y,a,1
8674,m,s,43,b,y,c,0
8675,f,s,46,p,y,c,0
8676,f,m,37,p,y,a,0
8677,m,m,46,b,n,c,0
8678,m,s,51,b,y,a,1
8679,f,m,25,g,n,c,0
8680,f,s,19,b,n,a,0
8681,f,m,31,b,n,c,0
8682,f,s,79,b,y,a,0
8683,f,m,63,p,y,a,0
8684,f,m,39,p,y,a,0
8685,f,m,77,g,n,a,1
8686,f,s,68,b,y,a,0
8687,m,m,28,g,n,c,0
8688,m,m,19,b,n,c,0
8689,m,s,20,g,y,c,0
8690,m,m,62,p,n,c,0
8691,f,m,39,g,n,c,0
8692,m,m,21,p,n,c,0
8693,f,m,31,b,n,a,0
8694,f,m,59,p,y,c,0
8695,m,s,69,b,y,a,2
8696,m,m,35,p,y,a,0
8697,f,m,68,p,y,a,0
8698,m,s,68,g,n,c,0
8699,f,m,52,p,n,c,0
8700,f,m,20,p,y,c,0
8701,f,m,27,p,n,a,0
8702,m,m,26,p,n,c,0
8703,f,s,29,p,n,a,0
8704,m,s,38,g,y,a,2
8705,f,s,69,g,y,c,1
8706,f,m,54,p,y,a,0
8707,m,m,40,b,n,c,0
8708,m,m,30,g,n,c,0
8709,f,m,31,b,n,a,0
8710,f,m,62,b,y,c,1
8711,m,m,22,g,y,c,0
8712,m,s,65,b,y,c,2
8713,f,s,54,p,n,a,0
8714,m,m,24,p,y,c,0
8715,m,s,77,p,n,a,0
8716,m,s,64,b,y,c,0
8717,m,m,52,g,n,a,1
8718,f,s,45,g,y,c,0
8719,m,s,27,p,y,c,0
8720,m,m,59,g,y,a,0
8721,f,s,33,p,n,c,0
8722,m,m,39,g,n,a,0
8723,f,m,58,g,y,c,2
8724,m,s,60,b,y,c,0
8725,f,m,62,p,n,a,0
8726,f,m,55,g,y,c,0
8727,f,s,33,b,n,a,0
8728,f,m,32,p,n,a,0
8729,m,m,46,b,y,c,0
8730,m,s,46,b,n,c,0
8731,f,s,27,p,y,a,1
8732,m,s,35,p,n,c,0
8733,f,s,76,p,y,a,0
8734,m,m,25,b,y,c,0
8735,m,m,75,b,n,c,1
8736,m,s,31,b,n,a,0
8737,f,m,53,g,n,c,1
8738,m,s,44,p,n,c,0
8739,m,m,78,g,y,c,1
8740,m,s,62,b,y,c,0
8741,f,m,33,b,n,a,1
8742,m,m,30,p,y,c,0
8743,m,s,19,b,y,c,0
8744,f,m,71,p,y,c,0
8745,m,m,27,p,n,a,2
8746,m,s,24,b,n,c,0
8747,m,m,65,g,n,a,2
8748,m,s,77,g,n,c,1
8749,m,m,50,b,y,a,0
8750,f,s,59,b,n,a,0
8751,f,s,20,g,n,a,0
8752,m,s,36,b,y,c,2
8753,m,m,67,g,n,a,0
8754,m,m,72,g,n,a,0
8755,m,m,23,p,y,a,2
8756,f,s,78,p,n,c,0
8757,f,m,71,b,n,a,0
8758,m,m,77,p,n,a,0
8759,m,m,75,p,n,a,1
8760,m,s,43,g,y,c,0
8761,m,s,33,b,n,a,0
8762,m,s,40,p,n,c,0
8763,f,m,23,b,n,a,0
8764,m,m,53,b,n,c,1
8765,f,s,78,p,y,c,2
8766,f,m,48,p,n,a,0
8767,f,m,35,p,y,c,0
8768,f,m,74,p,n,a,0
8769,f,s,50,p,y,a,2
8770,f,m,32,b,n,a,0
8771,m,m,36,p,y,a,0
8772,m,m,48,g,n,a,0
8773,f,m,43,b,n,a,0
8774,f,m,64,g,n,a,0
8775,f,m,63,p,n,a,0
8776,f,m,57,b,n,c,0
8777,m,m,46,g,n,a,0
8778,f,m,40,g,y,a,1
8779,m,m,38,p,n,c,0
8780,m,m,56,b,y,c,1
8781,f,m,30,p,y,c,2
8782,f,s,35,p,n,c,0
8783,f,m,79,p,n,c,2
8784,m,m,76,p,y,c,0
8785,f,s,62,p,n,c,1
8786,m,m,65,g,y,c,0
8787,f,m,31,b,y,c,1
8788,m,m,40,b,y,a,0
8789,f,m,54,p,y,c,1
8790,m,s,21,p,y,a,0
8791,m,m,39,p,n,c,0
8792,f,m,69,g,y,c,1
8793,m,m,23,p,y,a,0
8794,f,s,40,g,y,a,0
8795,m,m,78,p,y,c,1
8796,f,s,61,b,y,c,1
8797,m,s,54,g,y,c,1
8798,m,m,20,b,y,a,0
8799,f,s,25,p,n,c,0
8800,m,s,53,g,y,c,2
8801,m,m,65,p,y,c,0
8802,m,m,52,g,n,a,0
8803,f,s,67,p,n,c,0
8804,f,s,43,p,n,a,0
8805,m,m,24,p,y,a,0
8806,m,m,40,g,n,a,0
8807,m,s,39,b,n,a,0
8808,f,m,36,b,n,c,0
8809,m,s,69,b,n,c,0
8810,m,s,75,p,y,c,1
8811,f,m,72,p,y,c,0
8812,m,s,71,p,y,a,0
8813,f,m,59,g,n,c,0
8814,m,s,50,g,y,c,0
8815,m,m,79,p,y,c,0
8816,f,s,35,g,y,c,0
8817,m,s,56,p,y,c,0
8818,m,m,32,p,y,a,0
8819,f,s,28,p,y,c,0
8820,m,s,75,b,n,c,0
8821,f,m,50,p,y,a,0
8822,f,s,45,p,y,c,0
8823,m,m,76,b,y,c,0
8824,f,s,28,p,y,c,0
8825,f,m,31,g,n,c,0
8826,f,m,56,g,y,a,1
8827,m,m,39,b,n,a,0
8828,m,s,55,p,y,a,0
8829,f,s,20,p,y,a,0
8830,m,m,78,p,n,a,2
8831,m,m,26,b,y,a,0
8832,f,m,25,p,n,a,0
8833,m,m,44,p,n,a,1
8834,f,m,33,p,n,a,1
8835,m,s,62,b,n,c,2
8836,m,s,38,p,y,a,0
8837,m,m,54,b,n,c,1
8838,f,s,35,b,y,a,0
8839,f,m,33,b,n,c,0
8840,f,s,55,b,y,a,0
8841,m,s,38,b,y,c,0
8842,m,s,67,b,n,c,0
8843,m,s,65,b,n,c,0
8844,f,m,24,b,n,c,0
8845,m,s,36,g,n,a,2
8846,f,s,22,g,n,a,1
8847,f,m,72,p,n,c,2
8848,m,m,58,g,n,a,1
8849,f,m,55,g,y,a,0
8850,f,m,79,p,n,c,0
8851,f,m,18,b,n,a,0
8852,m,s,48,p,y,a,1
8853,f,m,43,g,n,a,0
8854,f,m,52,g,y,a,0
8855,m,m,22,p,n,a,0
8856,f,m,77,g,n,c,1
8857,f,m,39,b,y,c,1
8858,m,m,44,p,y,c,0
8859,f,s,18,b,y,c,2
8860,f,s,56,g,y,a,1
8861,f,m,38,g,n,c,0
8862,f,m,31,p,y,a,0
8863,f,m,79,p,n,c,0
8864,f,m,29,p,n,c,0
8865,f,s,59,p,n,a,0
8866,m,m,60,p,y,c,0
8867,f,m,68,g,y,c,0
8868,f,m,27,b,n,a,0
8869,f,m,64,p,n,c,0
8870,f,m,59,p,n,a,0
8871,m,m,62,b,y,c,1
8872,f,s,50,g,n,c,0
8873,m,m,64,b,n,a,0
8874,m,s,46,g,y,c,1
8875,m,s,65,g,y,c,0
8876,f,m,72,g,n,c,0
8877,m,m,45,g,y,a,0
8878,f,s,47,g,n,c,0
8879,f,m,60,g,y,a,1
8880,m,s,39,p,n,a,0
8881,m,m,38,p,n,a,0
8882,m,m,49,p,n,a,0
8883,f,s,27,p,n,c,2
8884,m,m,73,p,y,c,0
8885,m,s,73,b,n,c,0
8886,m,m,42,p,y,a,0
8887,m,s,37,b,n,c,0
8888,m,s,62,g,n,a,0
8889,f,m,78,p,n,c,0
8890,f,m,48,g,y,c,2
8891,f,m,40,b,y,a,0
8892,f,m,30,b,y,a,0
8893,f,s,40,p,n,a,0
8894,f,s,49,g,n,a,0
8895,m,m,49,p,n,c,2
8896,f,s,69,p,n,c,0
8897,m,m,47,b,n,c,0
8898,f,s,37,g,n,a,1
8899,m,s,71,b,y,c,0
8900,m,m,48,b,n,a,0
8901,f,s,32,g,y,a,0
8902,m,s,71,b,n,a,1
8903,m,m,51,g,y,a,2
8904,m,s,48,p,n,c,0
8905,m,m,42,p,n,a,0
8906,m,s,24,p,y,a,0
8907,f,m,74,p,y,c,0
8908,m,m,36,p,n,a,0
8909,m,s,76,p,y,a,0
8910,m,s,40,b,y,a,0
8911,m,s,38,g,n,a,0
8912,m,m,48,b,y,a,0
8913,m,m,46,g,n,c,0
8914,m,m,72,b,y,c,1
8915,m,m,24,p,n,a,0
8916,f,s,30,b,y,a,0
8917,m,s,61,g,n,c,0
8918,m,m,68,p,n,c,0
8919,m,m,72,p,y,a,0
8920,f,s,44,p,n,a,1
8921,f,m,46,b,n,a,0
8922,f,m,51,p,y,c,0
8923,m,s,64,p,n,a,2
8924,m,m,78,p,n,a,0
8925,f,m,23,p,n,a,0
8926,f,s,42,p,y,c,0
8927,f,m,50,p,n,a,0
8928,f,s,47,b,y,c,0
8929,f,s,53,b,n,a,0
8930,f,s,70,b,n,c,0
8931,m,m,26,b,y,c,0
8932,m,m,60,b,y,a,0
8933,f,m,40,g,n,c,0
8934,f,m,74,p,n,c,0
8935,f,s,62,g,y,c,0
8936,m,s,23,p,y,c,0
8937,f,m,73,b,y,a,1
8938,m,m,54,g,n,c,1
8939,m,m,48,b,n,c,0
8940,m,m,49,p,n,c,1
8941,m,s,39,p,n,c,1
8942,f,s,71,p,n,a,1
8943,m,m,33,p,y,a,0
8944,f,m,18,g,y,a,1
8945,f,s,72,b,y,a,0
8946,m,s,60,p,n,c,2
8947,f,s,44,b,y,c,0
8948,m,s,47,g,y,a,0
8949,f,s,53,g,n,a,0
8950,m,s,38,b,n,a,0
8951,m,s,30,g,n,a,0
8952,m,m,63,g,y,c,0
8953,m,s,51,p,y,a,0
8954,f,m,58,b,y,c,2
8955,f,m,79,p,n,c,0
8956,m,m,69,p,y,c,0
8957,m,m,73,g,y,a,0
8958,m,m,41,b,n,c,0
8959,m,m,51,g,n,a,2
8960,m,m,45,b,y,a,1
8961,f,s,55,p,n,a,0
8962,f,m,46,p,n,c,0
8963,m,m,38,g,y,c,0
8964,f,m,63,b,n,c,0
8965,f,s,47,b,y,a,0
8966,m,s,26,g,y,a,0
8967,m,m,58,p,n,c,0
8968,f,m,57,p,n,c,2
8969,m,m,74,b,n,a,0
8970,m,m,60,g,y,c,1
8971,m,s,75,b,y,a,1
8972,f,m,69,p,y,a,0
8973,m,s,28,g,y,c,0
8974,m,m,28,p,n,c,0
8975,m,s,68,p,y,a,2
8976,f,s,38,p,n,c,1
8977,f,s,19,b,y,a,0
8978,m,s,63,g,y,c,0
8979,f,m,36,g,y,a,0
8980,m,m,72,g,y,a,0
8981,m,s,29,p,n,c,2
8982,f,s,51,p,n,c,0
8983,f,m,46,g,n,c,0
8984,m,s,48,g,y,c,2
8985,m,m,66,p,n,a,0
8986,f,m,53,g,n,a,1
8987,m,s,50,g,y,a,0
8988,m,s,35,b,n,a,0
8989,m,s,48,b,y,c,0
8990,m,m,21,p,y,a,0
8991,m,s,59,b,n,c,0
8992,m,m,42,b,y,a,2
8993,f,m,33,p,y,c,2
8994,f,s,65,b,n,a,0
8995,m,m,55,p,y,a,0
8996,m,s,46,p,y,a,0
8997,f,s,36,b,y,a,0
8998,m,m,74,p,y,c,2
8999,f,m,68,b,y,c,1
9000,m,s,51,b,y,a,0
9001,m,m,30,p,y,a,0
9002,f,m,79,p,y,c,0
9003,f,s,45,b,y,c,0
9004,f,s,43,p,y,a,0
9005,m,m,43,p,n,c,0
9006,m,m,50,g,y,a,0
9007,f,s,79,b,y,a,0
9008,f,s,67,p,y,c,0
9009,m,s,61,g,y,a,0
9010,m,m,58,p,n,a,1
9011,m,m,66,b,n,c,0
9012,f,m,66,p,n,a,1
9013,m,s,51,g,n,a,0
9014,f,m,75,p,n,a,0
9015,m,s,71,p,y,c,0
9016,f,m,35,g,y,c,1
9017,m,m,21,b,n,a,2
9018,f,m,70,g,y,a,0
9019,f,m,18,p,n,a,0
9020,m,m,34,p,y,a,0
9021,m,m,29,g,n,c,0
9022,f,m,23,p,n,c,1
9023,f,m,34,g,y,c,0
9024,m,s,69,p,n,c,0
9025,m,m,76,b,n,c,0
9026,m,m,54,p,y,c,0
9027,f,m,65,p,y,c,0
9028,m,s,76,p,y,a,0
9029,m,s,65,p,n,a,2
9030,m,m,44,g,y,c,1
9031,m,s,72,b,n,a,0
9032,m,s,25,p,n,a,0
9033,m,s,48,g,n,c,1
9034,f,s,26,p,n,c,0
9035,f,m,23,g,y,a,1
9036,m,m,37,b,y,a,0
9037,f,m,45,p,y,a,1
9038,f,s,53,b,n,a,1
9039,m,m,66,p,n,a,0
9040,m,s,22,g,n,a,0
9041,m,s,50,b,y,a,0
9042,f,s,67,b,n,a,0
9043,f,s,36,g,n,a,0
9044,f,s,18,b,n,a,0
9045,m,m,20,g,y,a,0
9046,f,m,42,g,n,c,0
9047,f,m,58,p,y,c,0
9048,f,s,35,g,y,c,0
9049,m,s,61,p,n,a,0
9050,m,s,65,b,y,a,1
9051,f,s,74,b,n,a,1
9052,m,m,52,b,y,a,0
9053,m,m,55,p,y,a,1
9054,m,s,79,p,n,a,0
9055,f,s,65,b,n,a,1
9056,f,m,77,b,n,a,0
9057,m,m,58,p,y,c,0
9058,m,m,23,p,y,c,1
9059,m,m,31,p,y,c,0
9060,f,m,41,g,y,c,2
9061,m,m,21,b,n,c,0
9062,m,m,75,p,y,a,0
9063,m,m,69,p,n,c,0
9064,f,m,63,p,y,a,1
9065,m,m,28,p,n,c,0
9066,f,s,22,g,n,c,0
9067,m,m,52,p,n,a,1
9068,m,m,76,p,n,a,1
9069,f,s,39,p,n,a,0
9070,f,m,20,g,n,a,0
9071,m,m,40,p,n,a,0
9072,m,s,59,p,n,a,0
9073,f,m,55,p,y,a,0
9074,m,s,62,p,n,c,0
9075,f,s,56,g,y,a,0
9076,m,m,78,g,y,a,0
9077,m,s,79,p,y,c,0
9078,m,m,67,p,y,c,0
9079,f,m,46,g,y,a,0
9080,f,m,77,g,n,a,0
9081,m,m,63,g,n,c,0
9082,f,m,71,g,n,a,0
9083,f,m,44,b,n,c,0
9084,f,m,21,b,y,a,2
9085,f,s,74,g,n,c,1
9086,f,m,44,g,y,a,1
9087,f,s,29,b,n,c,0
9088,f,m,38,g,n,a,0
9089,m,s,32,b,n,c,1
9090,f,m,22,p,y,a,0
9091,m,m,77,b,n,a,0
9092,m,m,29,p,n,c,2
9093,f,m,44,p,n,a,2
9094,f,m,20,b,n,c,1
9095,m,m,19,g,n,c,0
9096,f,m,60,b,n,a,0
9097,f,m,73,b,y,c,0
9098,m,m,64,p,y,a,0
9099,m,s,72,p,n,c,1
9100,m,m,47,g,n,a,0
9101,f,m,63,b,y,c,1
9102,m,m,35,g,n,a,0
9103,f,s,33,b,y,a,0
9104,f,m,42,b,n,c,1
9105,m,m,48,p,n,a,0
9106,f,s,40,b,n,c,0
9107,f,m,71,b,y,a,0
9108,m,m,62,p,n,a,0
9109,f,s,67,g,n,c,1
9110,m,m,65,b,n,a,0
9111,m,m,36,p,y,a,0
9112,m,m,47,p,n,c,0
9113,m,m,72,b,n,a,0
9114,m,s,44,p,n,a,0
9115,m,m,56,p,n,c,0
9116,f,s,79,b,y,c,0
9117,f,m,44,b,y,a,0
9118,f,s,46,g,y,c,1
9119,f,m,39,p,n,c,0
9120,m,m,40,p,y,c,0
9121,m,m,71,g,n,a,1
9122,f,m,30,g,n,a,0
9123,f,s,30,p,n,a,1
9124,f,s,75,g,n,c,0
9125,m,s,63,p,n,c,2
9126,f,m,64,b,n,a,0
9127,f,s,74,p,n,c,0
9128,f,s,20,p,y,c,0
9129,m,s,65,b,n,a,0
9130,f,m,68,p,y,a,0
9131,m,m,61,b,n,a,0
9132,m,m,44,p,y,c,0
9133,f,s,62,g,n,a,1
9134,f,m,65,b,n,c,0
9135,f,m,29,b,y,a,0
9136,m,m,64,p,n,c,1
9137,f,m,18,p,y,a,0
9138,f,m,63,p,n,a,0
9139,m,s,43,g,y,c,0
9140,m,s,47,p,y,c,0
9141,m,m,68,g,y,a,0
9142,m,s,23,p,n,c,2
9143,f,s,40,p,y,a,0
9144,f,s,35,p,y,a,0
9145,f,s,72,g,n,c,0
9146,m,s,34,g,n,a,2
9147,f,m,29,p,y,a,0
9148,f,s,53,g,n,a,0
9149,m,m,74,p,y,c,0
9150,m,m,58,g,n,c,2
9151,f,s,21,g,y,c,0
9152,m,s,33,p,y,a,0
9153,f,m,29,b,y,c,1
9154,f,m,41,p,n,c,0
9155,f,s,25,p,n,a,2
9156,f,m,22,g,n,c,0
9157,m,m,38,g,y,c,1
9158,m,m,35,p,y,c,0
9159,f,s,62,b,n,c,0
9160,f,m,68,p,n,a,2
9161,m,m,28,g,n,a,0
9162,m,s,59,p,y,c,0
9163,f,m,36,p,n,c,0
9164,m,m,46,p,y,c,0
9165,m,s,30,b,n,a,1
9166,f,s,74,p,y,a,0
9167,f,m,23,g,n,c,0
9168,f,s,25,p,n,a,0
9169,f,s,56,p,y,a,0
9170,f,s,27,b,y,a,2
9171,f,s,44,b,n,c,1
9172,m,m,30,p,n,c,0
9173,m,s,56,g,n,c,0
9174,f,s,28,p,n,c,0
9175,m,s,28,p,y,c,0
9176,f,s,60,g,n,a,0
9177,m,m,40,p,y,a,0
9178,f,m,66,b,y,c,0
9179,f,m,67,g,n,c,0
9180,f,m,70,b,y,c,2
9181,f,m,60,g,y,c,0
9182,f,s,53,p,y,c,0
9183,m,m,38,b,n,c,0
9184,f,m,65,b,y,a,0
9185,f,m,19,p,n,c,1
9186,m,m,70,p,y,c,1
9187,m,s,63,p,y,c,1
9188,f,m,48,p,n,c,0
9189,f,m,65,b,n,c,0
9190,m,s,35,b,y,a,2
9191,m,s,45,b,n,a,0
9192,m,s,55,p,y,c,0
9193,m,m,62,b,y,a,0
9194,f,m,49,g,n,a,0
9195,m,s,45,g,y,c,1
9196,f,m,77,b,n,c,0
9197,m,m,70,p,y,c,1
9198,m,s,31,b,y,c,0
9199,f,s,20,b,n,a,0
9200,f,m,34,b,n,a,0
9201,m,m,43,p,n,c,0
9202,f,m,46,b,y,c,0
9203,m,s,31,g,y,c,0
9204,f,m,42,g,y,c,0
9205,m,s,41,b,y,c,1
9206,f,s,22,p,n,a,1
9207,m,s,62,p,n,a,0
9208,m,m,59,p,y,c,0
9209,f,m,75,b,n,a,0
9210,m,s,31,p,n,a,1
9211,m,s,76,g,y,c,0
9212,f,m,43,p,n,c,0
9213,f,m,21,p,y,c,0
9214,f,m,18,p,n,c,2
9215,f,m,56,p,y,c,0
9216,m,s,69,g,y,c,0
9217,f,m,67,g,y,c,0
9218,f,m,52,b,n,c,0
9219,m,m,64,g,y,c,1
9220,f,m,34,b,n,a,0
9221,m,s,43,p,y,c,2
9222,f,s,65,p,n,a,0
9223,f,s,44,p,y,c,0
9224,f,m,44,g,y,a,0
9225,f,s,50,p,n,c,1
9226,f,m,23,p,y,a,0
9227,m,m,59,g,n,c,0
9228,m,s,63,g,n,a,0
9229,m,m,26,p,n,c,0
9230,f,m,61,p,n,c,0
9231,f,m,22,p,y,c,0
9232,m,s,52,b,n,a,1
9233,f,m,71,g,n,c,0
9234,f,s,75,g,n,a,2
9235,m,s,43,g,y,a,0
9236,f,m,77,b,n,a,2
9237,m,m,22,b,n,c,0
9238,f,m,38,p,n,c,0
9239,m,m,25,p,y,c,0
9240,f,m,67,p,y,a,0
9241,m,s,73,g,n,a,1
9242,m,s,37,b,n,c,0
9243,m,m,55,p,n,a,0
